exercise,type,bodypart,equipment,level
Holman Left Front Raise with Right Hold,Strength,Shoulders,Dumbbell,Intermediate
Holman Right Front Raise with Left Hold,Strength,Shoulders,Dumbbell,Intermediate
Holman Alternating Front Raise to Side Raise,Strength,Shoulders,Dumbbell,Intermediate
Holman Heavy Right Arm Overhead Press,Strength,Shoulders,Dumbbell,Intermediate
Holman Heavy Left Arm Overhead Press,Strength,Shoulders,Dumbbell,Intermediate
Holman Right Arm Heavy Overhead Press,Strength,Shoulders,Dumbbell,Intermediate
Holman Right Diagonal Lunge to Overhead Press,Strength,Shoulders,Dumbbell,Intermediate
Holman Left Arm Heavy Overhead Press,Strength,Shoulders,Dumbbell,Intermediate
Holman Weighted Palms-In Overhead Press,Strength,Shoulders,Dumbbell,Intermediate
Dumbbell racked carry,Strength,Shoulders,Dumbbell,Intermediate
Dumbbell clean and push-press,Strength,Shoulders,Dumbbell,Intermediate
Total Fitness Dumbbell Farmer's Carry,Strength,Shoulders,Dumbbell,Intermediate
Single-arm dumbbell racked carry,Strength,Shoulders,Dumbbell,Intermediate
Jordan Shallow Dumbbell Pull-Over,Strength,Shoulders,Dumbbell,Intermediate
King Maker Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate
Dumbbell shadow boxing,Strength,Shoulders,Dumbbell,Intermediate
King Maker Dumbbell Farmer's Carry,Strength,Shoulders,Dumbbell,Intermediate
King Maker Dumbbell Shrug,Strength,Shoulders,Dumbbell,Intermediate
30 Shoulders Alternating Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Intermediate
30 Shoulders Bent-Over Dumbbell Reverse Fly,Strength,Shoulders,Dumbbell,Intermediate
30 Shoulders Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Intermediate
30 Shoulders Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate
30 Shoulders Dumbbell Shrug,Strength,Shoulders,Dumbbell,Intermediate
30 Shoulders Incline Face-Down Dumbbell Reverse Fly,Strength,Shoulders,Dumbbell,Intermediate
30 Shoulders Seated Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Intermediate
30 Shoulders Seated Dumbbell Side Raise,Strength,Shoulders,Dumbbell,Intermediate
30 Shoulders Neutral-Grip Arnold Press,Strength,Shoulders,Dumbbell,Intermediate
30 Shoulders Standing Dumbbell Upright Row,Strength,Shoulders,Dumbbell,Intermediate
MetaBurn 3-Way Shoulder Raise,Strength,Shoulders,Dumbbell,Intermediate
MetaBurn Dumbbell Overhead Press,Strength,Shoulders,Dumbbell,Intermediate
MetaBurn Single-Leg Arnold Press,Strength,Shoulders,Dumbbell,Intermediate
RG Forward-Leaning Dumbbell Upright Row,Strength,Shoulders,Dumbbell,Intermediate
RG Alternating Seated Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate
RG Seated Dumbbell Shoulder Press,Strength,Shoulders,Dumbbell,Intermediate
FYR2 Dumbbell Clean and Jerk,Strength,Shoulders,Dumbbell,Intermediate
FYR2 Dumbbell Cross-Body Front Raise,Strength,Shoulders,Dumbbell,Intermediate
FYR2 Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Intermediate
FYR2 Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate
FYR2 Lateral Raise Hold,Strength,Shoulders,Dumbbell,Intermediate
FYR2 Seesaw Dumbbell Military Press,Strength,Shoulders,Dumbbell,Intermediate
FYR2 Single-Dumbbell Halo,Strength,Shoulders,Dumbbell,Intermediate
FYR2 Single-Dumbbell Overhead Press,Strength,Shoulders,Dumbbell,Intermediate
Car driver,Strength,Shoulders,Other,Intermediate
Arnold press,Strength,Shoulders,Dumbbell,Intermediate
Front Plate Raise,Strength,Shoulders,Other,Intermediate
Battle ropes,Strength,Shoulders,Other,Intermediate
Seated rear delt fly,Strength,Shoulders,Dumbbell,Intermediate
Circus Bell,Strongman,Shoulders,Other,Beginner
Landmine Linear Jammer,Strength,Shoulders,Other,Intermediate
Crucifix,Strongman,Shoulders,Other,Beginner
Bar shoulder extension stretch,Stretching,Shoulders,Other,Beginner
Chair Upper Body Stretch,Stretching,Shoulders,Other,Beginner
Sled Reverse Flye,Strength,Shoulders,Other,Intermediate
Plate shoulder circle big to small,Strength,Shoulders,Other,Intermediate
Sled Overhead Backward Walk,Strength,Shoulders,Other,Beginner
Log Lift,Strongman,Shoulders,Other,Beginner
Standing suspended rear delt fly,Strength,Shoulders,Other,Intermediate
Waiter's carry,Strength,Shoulders,Other,Intermediate
Towel dumbbell front raise,Strength,Shoulders,Other,Intermediate
Reach-roll-lift combo,Stretching,Shoulders,Other,Intermediate
Upright Row - Gethin Variation,Strength,Shoulders,Other,Intermediate
Squat Press Shoulder Press - Gethin Variation,Strength,Shoulders,Other,Intermediate
Plate lateral raise,Strength,Shoulders,Other,Intermediate
Standing Military Press - Gethin Variation,Strength,Shoulders,Other,Intermediate
Bent-over plate rear delt raise,Strength,Shoulders,Other,Intermediate
Single-arm landmine press,Strength,Shoulders,Other,Intermediate
Plate front raise,Strength,Shoulders,Other,Intermediate
Holman Slow Overhead Press,Strength,Shoulders,Other,Intermediate
30 Shoulders Plate Front Raise,Strength,Shoulders,Other,Intermediate
Single-arm landmine push-press,Strength,Shoulders,Other,Intermediate
Single-arm cable front raise,Strength,Shoulders,Cable,Intermediate
Cable Internal Rotation,Strength,Shoulders,Cable,Beginner
Seated face pull,Strength,Shoulders,Cable,Intermediate
Single-arm bent-over cable rear delt fly,Strength,Shoulders,Cable,Intermediate
Seated cable shoulder press,Strength,Shoulders,Cable,Intermediate
Standing face pull,Strength,Shoulders,Cable,Intermediate
Standing cable rear delt row,Strength,Shoulders,Cable,Intermediate
Standing Low-Pulley Deltoid Raise,Strength,Shoulders,Cable,Intermediate
Standing crossed-cable rear delt fly,Strength,Shoulders,Cable,Intermediate
Cable Shoulder Press,Strength,Shoulders,Cable,Beginner
Alternating Cable Shoulder Press,Strength,Shoulders,Cable,Beginner
Cable Seated Lateral Raise,Strength,Shoulders,Cable,Intermediate
Single-arm lying cable front raise,Strength,Shoulders,Cable,Intermediate
Lying cable front raise,Strength,Shoulders,Cable,Intermediate
Cable Rear Delt Fly - Gethin Variation,Strength,Shoulders,Cable,Intermediate
One-Arm Cable Side Raise - Gethin Variation,Strength,Shoulders,Cable,Intermediate
Rope Face Pull - Gethin Variation,Strength,Shoulders,Cable,Intermediate
Lying cable lateral raise,Strength,Shoulders,Cable,Intermediate
Cable seated row,Strength,Shoulders,Cable,Intermediate
Single-arm cable lateral raise,Strength,Shoulders,Cable,Intermediate
UP Cable Face Pull,Strength,Shoulders,Cable,Intermediate
AA Cable Leaning Side Raise,Strength,Shoulders,Cable,Intermediate
30 Shoulders Bent-Over Low Cable Reverse Fly,Strength,Shoulders,Cable,Intermediate
30 Shoulders Cable Rope Face Pull,Strength,Shoulders,Cable,Intermediate
30 Shoulders Cable Straight-Bar Front Raise,Strength,Shoulders,Cable,Intermediate
30 Shoulders Cable Straight-Bar Upright Row,Strength,Shoulders,Cable,Intermediate
30 Shoulders High Cable Reverse Fly,Strength,Shoulders,Cable,Intermediate
30 Shoulders Single-Arm Bent-Over Cable Reverse Fly,Strength,Shoulders,Cable,Intermediate
30 Shoulders Single-Arm Cable Front Raise,Strength,Shoulders,Cable,Intermediate
30 Shoulders Single-Arm Leaning Cable Lateral Raise,Strength,Shoulders,Cable,Intermediate
RG 3-Way Single-Arm Rear Delt Cable Fly,Strength,Shoulders,Cable,Intermediate
RG Single-Arm Cross-Body Cable Front Raise,Strength,Shoulders,Cable,Intermediate
Smith machine shoulder press,Strength,Shoulders,Machine,Intermediate
Machine shoulder press,Strength,Shoulders,Machine,Intermediate
Reverse Machine Flyes,Strength,Shoulders,Machine,Intermediate
Single-arm Smith machine upright row,Strength,Shoulders,Machine,Intermediate
Machine Lateral Raise,Strength,Shoulders,Machine,Intermediate
Smith machine behind-the-neck press,Strength,Shoulders,Machine,Intermediate
Smith Machine Behind-The-Neck Press - Gethin Variation,Strength,Shoulders,Machine,Intermediate
30 Shoulders Leg Press Shoulder Press,Strength,Shoulders,Machine,Intermediate
30 Shoulders Machine Shoulder Press,Strength,Shoulders,Machine,Intermediate
30 Shoulders Pec-Deck Reverse Fly,Strength,Shoulders,Machine,Intermediate
30 Shoulders Smith Machine Behind-The-Head Press,Strength,Shoulders,Machine,Intermediate
30 Shoulders Smith Machine Shoulder Press,Strength,Shoulders,Machine,Intermediate
Handstand push-up,Strength,Shoulders,Body Only,Intermediate
Upward Stretch,Stretching,Shoulders,Body Only,Intermediate
Shoulder Circles,Stretching,Shoulders,Body Only,Intermediate
Cross-body shoulder stretch,Stretching,Shoulders,Body Only,Intermediate
Arm circle,Stretching,Shoulders,Body Only,Intermediate
Seated Front Deltoid,Stretching,Shoulders,Body Only,Beginner
Shoulder Raise,Stretching,Shoulders,Body Only,Intermediate
Hand Stand Push-Up,Strength,Shoulders,Body Only,Intermediate
Wall walk,Strength,Shoulders,Body Only,Intermediate
Return Push from Stance,Plyometrics,Shoulders,Body Only,Intermediate
Wall shoulder tap,Strength,Shoulders,Body Only,Intermediate
Bear crawl shoulder tap,Strength,Shoulders,Body Only,Intermediate
Shadow boxing,Cardio,Shoulders,Body Only,Intermediate
Bear crawl fire feet,Cardio,Shoulders,Body Only,Intermediate
Wall sprawl,Plyometrics,Shoulders,Body Only,Intermediate
Bent Over Shoulder Y,Stretching,Shoulders,Body Only,Intermediate
Shoulder L,Strength,Shoulders,Body Only,Intermediate
Shoulder Dislocation Stretch-Dowel,Stretching,Shoulders,Body Only,Intermediate
TBS Inverted Row,Strength,Shoulders,Body Only,Intermediate
PVC Shoulder Stretch,Stretching,Shoulders,Body Only,Intermediate
Shoulder T,Stretching,Shoulders,Body Only,Intermediate
HM Arm Circle,Strength,Shoulders,Body Only,Intermediate
HM Shoulder Stretch,Stretching,Shoulders,Body Only,Intermediate
HM Shoulder Stretch on Floor,Stretching,Shoulders,Body Only,Intermediate
HM Shoulder Tap,Stretching,Shoulders,Body Only,Intermediate
HM Hand-On-Wall Stretch,Strength,Shoulders,Body Only,Intermediate
HM Jumping Arm Circle,Strength,Shoulders,Body Only,Intermediate
Kipping Clapping Pull-Up,Strength,Shoulders,Body Only,Intermediate
Holman Kneeling Overhead Press to Donkey Kick,Strength,Shoulders,Body Only,Intermediate
Floor angel,Strength,Shoulders,Body Only,Intermediate
Shoulder extension stretch,Strength,Shoulders,Body Only,Intermediate
Backward Medicine Ball Throw,Plyometrics,Shoulders,Medicine Ball,Beginner
Medicine ball scoop throw,Plyometrics,Shoulders,Medicine Ball,Intermediate
Standing Two-Arm Overhead Throw,Plyometrics,Shoulders,Medicine Ball,Beginner
Incline face-down bar front raise,Strength,Shoulders,E-Z Curl Bar,Intermediate
Incline anti-gravity shoulder press,Strength,Shoulders,E-Z Curl Bar,Intermediate
30 Shoulders EZ-Bar Front Raise,Strength,Shoulders,E-Z Curl Bar,Intermediate
Bent-over shoulder rotation,Strength,Shoulders,Exercise Ball,Intermediate
Band overhead triceps press,Strength,Triceps,Bands,Intermediate
Band overhead triceps extension,Strength,Triceps,Bands,Intermediate
Band straight-arm pull-down,Strength,Triceps,Bands,Intermediate
Band skullcrusher,Strength,Triceps,Bands,Intermediate
Single-arm band kick-back,Strength,Triceps,Bands,Intermediate
Incline EZ-bar skullcrusher,Strength,Triceps,Barbell,Intermediate
Decline Close-Grip Bench To Skull Crusher,Strength,Triceps,Barbell,Beginner
Bench Press - Powerlifting,Powerlifting,Triceps,Barbell,Intermediate
Behind-the-head skullcrusher,Strength,Triceps,Barbell,Intermediate
Standing barbell overhead triceps extension,Strength,Triceps,Barbell,Intermediate
Reverse-grip bench press,Strength,Triceps,Barbell,Intermediate
Bench Press with Chains,Powerlifting,Triceps,Barbell,Beginner
Floor Press,Powerlifting,Triceps,Barbell,Beginner
One Arm Floor Press,Strength,Triceps,Barbell,Beginner
Pin Presses,Powerlifting,Triceps,Barbell,Beginner
JM Press With Bands,Strength,Triceps,Barbell,Beginner
JM Press,Strength,Triceps,Barbell,Beginner
Floor Press with Chains,Powerlifting,Triceps,Barbell,Beginner
Reverse Band Bench Press,Powerlifting,Triceps,Barbell,Beginner
Decline Barbell Triceps Extension - Gethin Variation,Strength,Triceps,Barbell,Intermediate
AM Skullcrusher,Strength,Triceps,Barbell,Intermediate
30 Arms Close-Grip Bench Press,Strength,Triceps,Barbell,Intermediate
30 Arms Barbell Skullcrusher,Strength,Triceps,Barbell,Intermediate
FYR2 Sprawl Over Kettlebell,Strength,Triceps,Kettlebells,Intermediate
Dumbbell floor press,Powerlifting,Triceps,Dumbbell,Intermediate
Seated triceps press,Strength,Triceps,Dumbbell,Intermediate
Tricep Dumbbell Kickback,Strength,Triceps,Dumbbell,Intermediate
Standing Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Intermediate
Double-arm triceps kick-back,Strength,Triceps,Dumbbell,Intermediate
Single-arm dumbbell triceps extension,Strength,Triceps,Dumbbell,Intermediate
Decline Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Beginner
Dumbbell skullcrusher,Strength,Triceps,Dumbbell,Intermediate
One Arm Pronated Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Beginner
One Arm Supinated Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Beginner
Seated Bent-Over Two-Arm Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Beginner
Tate Press,Strength,Triceps,Dumbbell,Beginner
Standing Bent-Over One-Arm Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Intermediate
Seated Bent-Over One-Arm Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Beginner
Dumbbell Tricep Extension -Pronated Grip,Strength,Triceps,Dumbbell,Beginner
V-sit with overhead triceps extension,Strength,Triceps,Dumbbell,Intermediate
PJR Pull-Over,Strength,Triceps,Dumbbell,Intermediate
Paul Carter Dumbbell Kick-Back,Strength,Triceps,Dumbbell,Intermediate
Single-arm dumbbell skullcrusher,Strength,Triceps,Dumbbell,Intermediate
Dumbbells-together incline bench press,Strength,Triceps,Dumbbell,Intermediate
Incline dumbbell overhead triceps extension,Strength,Triceps,Dumbbell,Intermediate
Dumbbell Crush Press,Strength,Triceps,Dumbbell,Intermediate
Holman Hovering Renegade Triceps Press,Strength,Triceps,Dumbbell,Intermediate
Holman Heavy Triceps Press to Overhead Press,Strength,Triceps,Dumbbell,Intermediate
Total Fitness Close-Grip Dumbbell Press,Strength,Triceps,Dumbbell,Intermediate
Dumbbell row to triceps kick-back,Strength,Triceps,Dumbbell,Intermediate
Rolling triceps press,Strength,Triceps,Dumbbell,Intermediate
MetaBurn Skullcrusher to Ab Crunch,Strength,Triceps,Dumbbell,Intermediate
FYR2 Single-Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Intermediate
30 Arms Overhead Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Intermediate
30 Arms Dumbbell Skullcrusher,Strength,Triceps,Dumbbell,Intermediate
30 Arms Dumbbell Kick-Back,Strength,Triceps,Dumbbell,Intermediate
30 Arms BFR Dumbbell Kick-Back,Strength,Triceps,Dumbbell,Intermediate
Dumbbell saw triceps skullcrusher,Strength,Triceps,Dumbbell,Intermediate
Chain Handle Extension,Powerlifting,Triceps,Other,Beginner
Sled Overhead Triceps Extension,Strength,Triceps,Other,Beginner
Body Triceps Press Using Flat Bench,Strength,Triceps,Other,Intermediate
Suspended Triceps Press,Strength,Triceps,Other,Beginner
Seated triceps push-down,Strength,Triceps,Other,Intermediate
Machine triceps extension-,Strength,Triceps,Other,Intermediate
Holman Overhead Weighted Triceps Press,Strength,Triceps,Other,Intermediate
30 Arms Weighted Triceps Dip,Strength,Triceps,Other,Intermediate
Cable V-bar push-down,Strength,Triceps,Cable,Intermediate
Reverse Grip Triceps Pushdown,Strength,Triceps,Cable,Intermediate
Kneeling cable triceps extension,Strength,Triceps,Cable,Intermediate
Single-arm cable triceps extension,Strength,Triceps,Cable,Intermediate
Dip Machine,Strength,Triceps,Cable,Intermediate
Triceps Pushdown,Strength,Triceps,Cable,Intermediate
Low cable overhead triceps extension,Strength,Triceps,Cable,Intermediate
Lying cable triceps extension,Strength,Triceps,Cable,Intermediate
Low Cable Triceps Extension,Strength,Triceps,Cable,Beginner
Cable overhead triceps extension,Strength,Triceps,Cable,Intermediate
Single-arm low cable triceps extension,Strength,Triceps,Cable,Intermediate
Incline cable straight-bar triceps extension,Strength,Triceps,Cable,Intermediate
Paul Carter Overhead Rope Triceps Extension,Strength,Triceps,Cable,Intermediate
TBS Rope Cable Push-Down,Strength,Triceps,Cable,Intermediate
Single-arm cable triceps kick-back,Strength,Triceps,Cable,Intermediate
Incline cable rope triceps extension,Strength,Triceps,Cable,Intermediate
Reverse-grip cable straight-bar push-down,Strength,Triceps,Cable,Intermediate
Kneeling Cable Triceps Extension - Gethin Variation,Strength,Triceps,Cable,Intermediate
Cable Overhead Triceps Extension - Gethin Variation,Strength,Triceps,Cable,Intermediate
Reverse-Grip Cable Triceps Pushdown - Gethin Variation,Strength,Triceps,Cable,Intermediate
Cable Triceps Extension - Gethin Variation,Strength,Triceps,Cable,Intermediate
Single-arm incline triceps extension,Strength,Triceps,Cable,Intermediate
Triceps Overhead Extension with Rope - Gethin Variation,Strength,Triceps,Cable,Intermediate
Cable rope push-down,Strength,Triceps,Cable,Intermediate
Cable straight-bar push-down,Strength,Triceps,Cable,Intermediate
Straight-arm bar pull-down,Strength,Triceps,Cable,Intermediate
AM Rope Triceps Pushdown,Strength,Triceps,Cable,Intermediate
AM Bar Triceps Push-Down,Strength,Triceps,Cable,Intermediate
Rope overhead triceps extension,Strength,Triceps,Cable,Intermediate
UP Rope Push-down,Strength,Triceps,Cable,Intermediate
UP Triceps Extension Straight-Bar Push-Down,Strength,Triceps,Cable,Intermediate
LD Cable One-Arm Upright Row,Strength,Triceps,Cable,Intermediate
30 Arms Underhand Cable Straight-Bar Push-Down,Strength,Triceps,Cable,Intermediate
30 Arms Single-Arm Reverse-Grip Cable Push-Down,Strength,Triceps,Cable,Intermediate
30 Arms Cable V-Bar Push-Down,Strength,Triceps,Cable,Intermediate
30 Arms Cable Straight-Bar Push-Down,Strength,Triceps,Cable,Intermediate
30 Arms Cable Rope Push-Down,Strength,Triceps,Cable,Intermediate
30 Arms Cable Rope Overhead Triceps Extension,Strength,Triceps,Cable,Intermediate
BFR underhand straight-bar push-down,Strength,Triceps,Cable,Intermediate
BFR overhand straight-bar push-down,Strength,Triceps,Cable,Intermediate
BFR cable rope push-down,Strength,Triceps,Cable,Intermediate
Triceps Pressdown,Strength,Triceps,Cable,Intermediate
Machine Triceps Extension,Strength,Triceps,Machine,Intermediate
Smith machine end-grip shoulder press,Strength,Triceps,Machine,Intermediate
Assist machine triceps push-down,Strength,Triceps,Machine,Intermediate
Smith machine close-grip bench press-,Strength,Triceps,Machine,Intermediate
Machine Triceps Extension - Gethin Variation,Strength,Triceps,Machine,Intermediate
Overhead Machine Triceps Extension - Gethin Variation,Strength,Triceps,Machine,Intermediate
